Designator,Mid X,Mid Y,Rotation,Layer
C1,251.5,-63.9,0.0,top
C2,234.3,-69.1,0.0,top
D1,231.13,-23.5,0.0,top
D10,255.03,-84.8,0.0,top
D2,203.0,-44.0,0.0,top
D3,198.97,-65.5,0.0,top
D4,212.97,-87.1,180.0,top
D5,234.83,-95.8,0.0,top
D6,215.8,-28.3,0.0,top
D7,267.8,-65.0,0.0,top
D8,265.53,-46.4,0.0,top
D9,251.03,-31.2,0.0,top
J1,232.5,-53.07,0.0,top
R1,236.29,-61.1,0.0,top
R2,224.99,-69.3,0.0,top
RV1,242.3,-48.86,90.0,top
U1,254.31,-50.81,180.0,top
U2,222.79,-53.39,0.0,top
